id,disaster_type,affected_people,location_risk_score,medical_needed,water_needed,food_needed,vulnerable_population,time_elapsed_hours,priority
REQ-10867,cyclone,9,9.83,0,0,1,0,4.0,high
REQ-10868,landslide,107,2.87,1,1,1,0,42.0,critical
REQ-10869,landslide,13,1.21,1,1,0,0,36.2,high
REQ-10870,cyclone,4,7.77,1,1,1,1,32.4,critical
REQ-10871,earthquake,10,4.18,0,1,1,0,5.5,high
REQ-10872,cyclone,5,3.25,1,1,1,0,69.1,critical
REQ-10873,earthquake,60,7.8,0,1,1,0,55.8,critical
REQ-10874,cyclone,16,1.15,0,1,0,1,52.1,high
REQ-10875,earthquake,5,4.85,0,1,0,0,10.5,medium
REQ-10876,flood,228,1.21,0,0,0,1,12.1,high
REQ-10877,wildfire,14,4.71,0,0,1,1,35.5,high
REQ-10878,earthquake,1,3.37,0,1,0,0,22.4,medium
REQ-10879,earthquake,4,8.61,0,1,1,0,49.7,critical
REQ-10880,wildfire,5,8.63,1,1,1,1,51.7,critical
REQ-10881,flood,10,6.86,0,0,0,1,10.9,high
REQ-10882,wildfire,13,7.72,1,1,1,0,36.9,critical
REQ-10883,wildfire,8,1.55,0,0,0,0,10.4,low
REQ-10884,earthquake,37,9.66,0,0,0,1,28.5,critical
REQ-10885,tsunami,35,9.85,0,1,1,0,13.2,critical
REQ-10886,wildfire,8,9.98,1,1,1,1,13.7,critical
REQ-10887,landslide,9,5.43,0,1,1,1,0.6,high
REQ-10888,tsunami,4,4.42,0,1,1,1,57.3,critical
REQ-10889,wildfire,2,4.06,0,1,1,0,69.9,high
REQ-10890,tsunami,1,5.62,0,0,1,1,39.5,high
REQ-10891,wildfire,6,9.5,1,1,0,0,32.6,critical
REQ-10892,landslide,1,6.97,1,1,1,1,20.4,critical
REQ-10893,landslide,6,5.17,1,1,1,1,10.1,critical
REQ-10894,wildfire,2,3.58,0,1,0,1,8.0,high
REQ-10895,flood,47,3.98,1,1,1,0,5.5,critical
REQ-10896,wildfire,7,7.62,0,0,0,0,56.3,medium
REQ-10897,landslide,4,3.14,1,0,1,1,32.4,critical
REQ-10898,earthquake,4,7.55,0,1,0,0,55.3,high
REQ-10899,cyclone,3,5.07,1,1,0,0,49.4,critical
REQ-10900,cyclone,15,1.87,0,1,1,0,56.2,high
REQ-10901,flood,12,8.27,0,1,0,1,40.1,critical
REQ-10902,landslide,18,9.18,0,1,0,1,7.3,critical
REQ-10903,landslide,1,9.88,0,1,1,0,68.7,high
REQ-10904,cyclone,2,4.42,1,1,0,1,30.1,critical
REQ-10905,flood,43,6.4,0,1,1,0,19.6,critical
REQ-10906,landslide,40,2.2,0,1,0,0,17.7,high
REQ-10907,tsunami,37,3.75,1,1,0,1,13.8,critical
REQ-10908,flood,41,9.3,1,1,0,1,53.6,critical
REQ-10909,flood,35,2.84,0,1,1,0,49.2,critical
REQ-10910,flood,4,6.45,1,0,0,0,54.0,high
REQ-10911,landslide,35,4.82,0,1,1,1,2.4,critical
REQ-10912,tsunami,4,9.68,1,1,0,0,56.2,critical
REQ-10913,wildfire,4,7.37,0,1,1,0,56.7,high
REQ-10914,cyclone,1,2.35,0,1,1,0,28.1,medium
REQ-10915,flood,5,5.2,0,0,0,0,35.3,medium
REQ-10916,earthquake,1,8.83,0,1,1,0,8.2,high
REQ-10917,flood,4,2.0,0,1,1,0,62.3,high
REQ-10918,wildfire,11,9.82,1,1,0,0,13.4,critical
REQ-10919,tsunami,22,4.37,0,0,1,1,30.5,critical
REQ-10920,cyclone,1,8.46,1,0,1,0,72.0,critical
REQ-10921,landslide,1,3.84,1,1,1,0,56.4,critical
REQ-10922,wildfire,44,8.36,1,1,0,0,51.5,critical
REQ-10923,earthquake,49,9.17,1,1,0,0,46.1,critical
REQ-10924,cyclone,1,6.29,0,0,1,1,62.8,high
REQ-10925,cyclone,3,4.92,0,1,1,1,68.1,critical
REQ-10926,flood,5,5.2,1,1,1,0,42.3,critical
REQ-10927,tsunami,4,4.78,1,1,0,1,5.6,critical
REQ-10928,cyclone,5,6.17,0,1,1,0,37.2,high
REQ-10929,cyclone,12,5.7,0,0,1,1,36.7,high
REQ-10930,wildfire,4,8.45,0,1,1,1,18.3,critical
REQ-10931,cyclone,10,6.3,1,1,1,1,2.4,critical
REQ-10932,tsunami,1,4.12,1,0,0,0,35.3,high
REQ-10933,flood,12,9.54,1,0,1,1,53.8,critical
REQ-10934,wildfire,26,5.49,1,0,1,1,56.2,critical
REQ-10935,earthquake,2,5.85,1,0,1,0,56.2,critical
REQ-10936,flood,14,4.34,1,1,0,0,57.3,critical
REQ-10937,cyclone,2,2.15,0,0,1,1,18.3,high
REQ-10938,tsunami,1,9.4,0,1,1,0,15.2,high
REQ-10939,tsunami,24,3.77,1,1,0,0,65.7,critical
REQ-10940,flood,1,6.56,0,1,1,0,22.1,high
REQ-10941,cyclone,4,6.38,0,0,0,1,9.2,medium
REQ-10942,earthquake,2,4.34,0,1,1,1,42.9,critical
REQ-10943,landslide,4,9.52,0,1,1,1,45.4,critical
REQ-10944,cyclone,20,1.32,1,0,0,0,31.8,critical
REQ-10945,cyclone,3,5.08,1,1,0,0,34.2,critical
REQ-10946,wildfire,1,4.2,0,1,0,0,6.5,medium
REQ-10947,tsunami,1,9.39,0,1,1,0,13.6,high
REQ-10948,tsunami,4,1.79,0,0,0,1,0.3,medium
REQ-10949,flood,10,7.11,1,0,0,1,5.4,critical
REQ-10950,wildfire,3,1.2,0,1,1,0,45.4,high
REQ-10951,cyclone,4,8.96,1,0,1,0,8.0,critical
REQ-10952,landslide,4,1.89,0,1,0,1,8.4,high
REQ-10953,flood,6,7.41,1,1,1,0,0.3,critical
REQ-10954,cyclone,14,1.21,1,0,1,1,27.4,critical
REQ-10955,tsunami,1,9.19,0,1,0,1,49.4,critical
REQ-10956,flood,8,2.86,0,1,1,0,63.0,high
REQ-10957,wildfire,1,5.6,0,1,1,1,7.5,high
REQ-10958,cyclone,11,1.76,0,1,1,1,14.3,high
REQ-10959,wildfire,10,3.75,0,1,1,1,49.5,critical
REQ-10960,wildfire,11,4.82,0,0,0,0,72.0,medium
REQ-10961,earthquake,33,6.77,0,1,1,1,20.2,critical
REQ-10962,landslide,1,9.7,0,0,0,1,13.1,high
REQ-10963,flood,3,8.15,0,1,1,1,44.0,critical
REQ-10964,landslide,38,7.24,1,0,1,0,61.5,critical
REQ-10965,landslide,13,7.46,1,1,1,0,63.4,critical
REQ-10966,flood,9,5.92,0,1,0,1,10.0,high
REQ-10967,wildfire,45,5.76,0,0,1,0,26.9,high
REQ-10968,flood,27,6.34,0,1,0,0,35.7,high
REQ-10969,earthquake,29,3.21,1,0,1,0,13.6,critical
REQ-10970,flood,4,3.69,0,1,1,0,34.0,high
REQ-10971,wildfire,13,8.17,0,0,1,0,36.4,high
REQ-10972,tsunami,4,7.81,1,0,1,0,27.6,critical
REQ-10973,cyclone,2,3.35,1,1,0,0,29.2,high
REQ-10974,landslide,17,5.71,1,1,0,1,4.2,critical
REQ-10975,landslide,3,8.72,0,1,1,1,68.4,critical
REQ-10976,flood,3,5.15,0,1,0,1,64.8,high
REQ-10977,wildfire,11,5.74,0,1,0,0,37.4,high
REQ-10978,wildfire,27,2.07,0,1,1,1,63.1,critical
REQ-10979,flood,7,7.02,0,1,0,1,25.0,critical
REQ-10980,earthquake,13,9.12,0,1,0,0,58.8,critical
REQ-10981,flood,280,5.24,0,0,1,0,41.6,critical
REQ-10982,tsunami,4,4.52,1,0,1,0,15.1,high
REQ-10983,earthquake,34,8.4,1,1,1,0,67.7,critical
REQ-10984,wildfire,5,2.68,0,1,1,0,52.5,high
REQ-10985,earthquake,1,9.25,1,1,1,0,12.9,critical
REQ-10986,landslide,8,4.87,1,1,1,0,59.7,critical
REQ-10987,landslide,4,8.53,0,1,0,0,66.6,high
REQ-10988,tsunami,37,9.75,0,1,1,1,49.5,critical
REQ-10989,flood,32,6.9,0,1,1,0,42.2,critical
REQ-10990,tsunami,3,1.29,1,1,1,1,5.9,critical
REQ-10991,wildfire,10,7.79,1,1,0,0,23.3,critical
REQ-10992,cyclone,38,3.69,0,0,0,0,22.6,high
REQ-10993,tsunami,36,1.55,1,0,0,0,2.2,critical
REQ-10994,cyclone,1,2.83,0,0,1,0,3.6,medium
REQ-10995,landslide,13,9.72,0,1,0,0,57.8,high
REQ-10996,cyclone,5,9.48,1,1,0,0,68.0,critical
REQ-10997,cyclone,212,1.58,1,0,1,0,0.6,critical
REQ-10998,wildfire,36,6.0,0,1,1,0,6.0,high
REQ-10999,wildfire,1,9.7,0,1,0,1,55.5,critical
REQ-11000,tsunami,4,2.76,0,0,1,1,70.5,high
REQ-11001,flood,1,4.58,0,1,1,0,26.6,high
REQ-11002,wildfire,4,9.67,0,0,0,1,41.8,high
REQ-11003,wildfire,6,4.61,1,0,0,0,13.4,high
REQ-11004,landslide,9,9.22,0,1,1,0,48.8,high
REQ-11005,earthquake,3,8.94,1,1,0,0,37.1,critical
REQ-11006,flood,59,9.11,0,0,1,0,16.6,critical
REQ-11007,wildfire,4,6.54,0,0,0,0,56.7,medium
REQ-11008,flood,2,4.18,0,0,1,1,19.3,high
REQ-11009,earthquake,177,1.57,1,1,0,0,9.9,critical
REQ-11010,wildfire,12,2.51,0,1,0,0,64.9,high
REQ-11011,cyclone,29,1.53,0,0,0,0,45.5,medium
REQ-11012,wildfire,55,1.75,0,0,1,0,51.8,high
REQ-11013,flood,163,9.82,1,1,1,0,57.6,critical
REQ-11014,cyclone,4,6.93,1,0,1,0,15.0,critical
REQ-11015,flood,8,1.97,1,1,0,1,35.7,critical
REQ-11016,landslide,20,4.22,0,1,1,0,25.9,high
REQ-11017,cyclone,13,8.43,0,1,1,0,18.7,high
REQ-11018,earthquake,33,2.89,0,0,1,0,70.7,high
REQ-11019,earthquake,41,9.36,0,1,0,1,38.6,critical
REQ-11020,cyclone,15,6.24,1,1,0,1,62.3,critical
REQ-11021,cyclone,2,7.64,0,0,0,0,35.2,medium
REQ-11022,landslide,44,6.25,1,1,1,0,37.4,critical
REQ-11023,wildfire,7,6.82,1,1,1,1,30.5,critical
REQ-11024,landslide,9,5.77,0,1,0,0,21.5,medium
REQ-11025,cyclone,40,5.71,0,1,0,0,45.7,critical
REQ-11026,earthquake,272,1.09,0,0,1,0,44.1,high
REQ-11027,cyclone,9,7.83,1,1,1,1,38.6,critical
REQ-11028,tsunami,162,4.69,0,1,0,0,27.7,critical
REQ-11029,flood,1,7.04,0,1,0,1,71.8,high
REQ-11030,cyclone,4,5.8,1,1,0,0,35.7,critical
REQ-11031,wildfire,42,7.17,0,0,0,0,14.3,high
REQ-11032,tsunami,22,2.09,0,1,0,1,55.3,critical
REQ-11033,cyclone,11,4.7,1,0,0,0,12.0,high
REQ-11034,cyclone,2,6.7,0,0,0,0,3.9,medium
REQ-11035,tsunami,249,2.99,0,0,1,0,68.3,high
REQ-11036,tsunami,12,1.82,1,0,0,0,7.7,high
REQ-11037,cyclone,14,5.15,0,1,1,0,63.1,high
REQ-11038,tsunami,35,5.75,1,1,1,1,5.2,critical
REQ-11039,wildfire,11,8.96,0,1,1,1,17.2,critical
REQ-11040,tsunami,6,4.14,1,1,0,1,29.4,critical
REQ-11041,cyclone,246,1.14,0,1,0,0,68.8,critical
REQ-11042,tsunami,14,5.18,0,1,0,1,17.8,critical
REQ-11043,earthquake,6,6.48,0,1,0,0,57.7,high
REQ-11044,wildfire,6,6.03,1,1,1,0,56.5,critical
REQ-11045,wildfire,13,7.04,0,1,1,0,55.2,high
REQ-11046,wildfire,2,7.67,1,0,1,0,15.4,high
REQ-11047,flood,6,8.33,1,1,1,1,31.1,critical
REQ-11048,landslide,3,9.6,0,0,1,1,42.2,high
REQ-11049,wildfire,11,6.29,0,1,0,1,47.1,high
REQ-11050,tsunami,47,7.44,0,1,1,1,9.6,critical
REQ-11051,landslide,9,7.89,0,0,1,0,58.2,high
REQ-11052,flood,4,8.2,1,0,0,1,65.8,critical
REQ-11053,earthquake,2,7.0,0,1,0,0,18.3,high
REQ-11054,cyclone,3,6.6,1,1,0,0,22.1,critical
REQ-11055,flood,26,6.09,0,1,1,0,37.0,critical
REQ-11056,landslide,13,2.5,1,1,0,0,10.6,high
REQ-11057,flood,2,6.1,1,0,1,0,6.7,high
REQ-11058,tsunami,2,8.73,0,0,0,0,39.9,medium
REQ-11059,landslide,9,8.25,1,0,1,0,20.9,high
REQ-11060,tsunami,12,2.92,1,0,1,0,4.7,high
REQ-11061,tsunami,14,3.24,1,0,1,0,13.3,critical
REQ-11062,cyclone,1,9.77,1,1,1,1,3.1,critical
REQ-11063,tsunami,4,8.75,0,1,0,0,21.7,high
REQ-11064,earthquake,5,8.08,0,0,0,0,1.2,medium
REQ-11065,landslide,9,7.23,0,1,1,1,15.9,critical
REQ-11066,landslide,9,6.26,1,1,1,0,47.1,critical
REQ-11067,landslide,26,8.23,0,0,0,0,28.3,high
REQ-11068,cyclone,8,2.88,1,1,0,0,22.2,critical
REQ-11069,landslide,47,7.84,0,1,0,0,33.0,critical
REQ-11070,flood,282,9.23,1,0,1,0,39.6,critical
REQ-11071,earthquake,27,7.19,0,0,0,0,42.9,high
REQ-11072,tsunami,21,1.74,0,1,1,0,50.5,high
REQ-11073,cyclone,3,8.57,1,0,0,0,27.2,high
REQ-11074,wildfire,24,6.54,1,0,0,0,58.1,critical
REQ-11075,earthquake,6,3.4,1,1,0,0,69.8,critical
REQ-11076,flood,1,5.68,0,0,1,0,5.1,medium
REQ-11077,landslide,1,2.98,1,1,1,0,32.4,critical
REQ-11078,earthquake,39,1.34,0,0,1,0,23.0,high
REQ-11079,cyclone,23,4.56,0,0,0,1,62.9,high
REQ-11080,wildfire,4,2.81,0,0,0,0,11.3,low
REQ-11081,wildfire,1,8.68,0,0,1,0,14.6,medium
REQ-11082,tsunami,4,2.65,0,1,1,0,53.9,high
REQ-11083,landslide,34,1.28,0,0,1,1,50.7,high
REQ-11084,flood,6,2.82,0,1,1,0,35.0,high
REQ-11085,cyclone,4,6.39,0,1,0,0,25.5,high
REQ-11086,cyclone,9,3.37,0,0,0,1,22.0,high
REQ-11087,flood,2,4.57,0,0,1,0,4.1,medium
REQ-11088,wildfire,42,5.87,0,0,0,0,5.9,high
REQ-11089,wildfire,195,7.74,0,0,1,1,63.9,critical
REQ-11090,earthquake,43,4.68,0,1,1,1,10.0,critical
REQ-11091,cyclone,15,8.33,0,0,0,1,12.8,high
REQ-11092,cyclone,1,6.76,0,0,0,0,33.7,medium
REQ-11093,landslide,232,4.55,0,1,0,0,49.8,critical
REQ-11094,cyclone,1,9.4,0,0,1,0,61.6,high
REQ-11095,landslide,7,8.34,0,1,1,0,18.7,high
REQ-11096,cyclone,11,5.9,1,0,0,0,63.5,critical
REQ-11097,flood,1,1.23,0,0,1,0,61.3,medium
REQ-11098,cyclone,44,8.86,0,0,1,0,40.1,critical
REQ-11099,flood,1,7.78,0,0,0,0,70.0,medium
REQ-11100,earthquake,30,8.14,0,1,0,0,38.1,critical
REQ-11101,tsunami,2,9.89,0,1,0,0,54.0,high
REQ-11102,landslide,1,9.48,1,0,0,0,46.0,high
REQ-11103,landslide,12,2.47,1,0,1,0,10.4,high
REQ-11104,cyclone,89,4.71,1,1,1,0,30.7,critical
REQ-11105,landslide,2,2.07,0,1,0,0,38.2,medium
REQ-11106,tsunami,7,8.77,0,0,1,0,20.8,high
REQ-11107,wildfire,8,3.37,0,0,0,1,18.5,medium
REQ-11108,tsunami,1,4.23,0,0,0,1,33.0,high
REQ-11109,wildfire,6,7.1,1,1,0,0,60.2,critical
REQ-11110,cyclone,27,2.14,0,1,0,1,20.2,critical
REQ-11111,wildfire,43,1.86,1,1,1,1,51.2,critical
REQ-11112,landslide,3,9.62,1,1,0,0,29.0,critical
REQ-11113,landslide,28,2.74,1,0,0,1,43.3,critical
REQ-11114,earthquake,1,2.03,0,0,0,0,46.9,medium
REQ-11115,cyclone,3,5.19,1,1,1,0,27.4,critical
REQ-11116,landslide,188,8.42,1,1,1,0,40.1,critical
REQ-11117,cyclone,17,3.2,1,0,0,1,28.1,critical
REQ-11118,earthquake,5,7.42,0,1,0,0,21.2,high
REQ-11119,earthquake,3,3.16,0,1,1,0,0.2,high
REQ-11120,flood,18,5.31,0,1,0,0,42.5,high
REQ-11121,earthquake,22,2.53,1,1,1,1,27.3,critical
REQ-11122,cyclone,11,5.26,1,1,1,1,71.9,critical
REQ-11123,tsunami,43,7.1,0,1,1,0,34.3,critical
REQ-11124,cyclone,8,3.26,0,0,0,0,36.7,medium
REQ-11125,flood,229,3.93,0,0,1,1,4.3,critical
REQ-11126,cyclone,15,8.19,1,1,1,0,9.5,critical
REQ-11127,landslide,11,4.93,0,1,0,1,9.3,high
REQ-11128,landslide,37,1.23,1,1,1,1,6.9,critical
REQ-11129,wildfire,6,3.27,1,1,0,0,65.7,critical
REQ-11130,cyclone,234,1.34,0,0,1,0,64.5,high
REQ-11131,wildfire,251,2.01,1,1,0,0,54.6,critical
REQ-11132,flood,1,3.5,1,1,0,1,23.3,critical
REQ-11133,wildfire,3,2.15,1,1,1,0,49.8,critical
REQ-11134,tsunami,245,2.6,0,1,1,0,14.6,critical
REQ-11135,flood,1,5.44,0,1,0,0,17.7,medium
REQ-11136,landslide,268,3.51,0,0,0,0,51.5,high
REQ-11137,flood,8,2.54,0,1,1,1,9.7,high
REQ-11138,cyclone,31,3.14,0,1,0,1,69.7,critical
REQ-11139,wildfire,6,9.12,0,0,0,0,69.8,medium
REQ-11140,earthquake,3,9.05,0,1,1,1,62.2,critical
REQ-11141,landslide,39,6.15,0,0,1,0,63.2,high
REQ-11142,wildfire,2,3.58,1,1,0,1,37.4,critical
REQ-11143,tsunami,5,2.76,1,0,1,1,31.5,critical
REQ-11144,flood,44,6.11,0,1,0,0,53.4,critical
REQ-11145,landslide,2,7.38,0,0,1,0,59.3,medium
REQ-11146,cyclone,200,6.52,1,1,0,0,9.5,critical
REQ-11147,tsunami,20,8.72,0,0,0,0,33.9,high
REQ-11148,tsunami,6,2.25,0,0,0,0,29.5,medium
REQ-11149,landslide,3,6.04,0,0,1,1,37.0,high
REQ-11150,cyclone,13,3.93,1,1,0,1,61.7,critical
REQ-11151,cyclone,48,2.04,1,1,0,0,12.7,critical
REQ-11152,cyclone,8,4.19,0,1,1,1,52.8,critical
REQ-11153,earthquake,2,1.81,0,1,1,0,0.6,medium
REQ-11154,flood,29,4.93,1,0,0,1,71.0,critical
REQ-11155,cyclone,14,2.71,0,1,0,0,21.6,high
REQ-11156,wildfire,114,3.02,1,1,1,0,5.9,critical
REQ-11157,wildfire,3,7.39,0,0,0,1,43.2,high
REQ-11158,flood,26,6.07,0,1,1,0,42.2,critical
REQ-11159,earthquake,9,8.89,1,1,1,1,44.0,critical
REQ-11160,earthquake,3,6.43,0,1,1,0,24.3,high
REQ-11161,wildfire,171,2.53,0,1,1,1,68.9,critical
REQ-11162,flood,27,9.62,1,0,0,0,55.1,critical
REQ-11163,cyclone,40,9.05,1,0,1,1,42.5,critical
REQ-11164,cyclone,12,8.74,1,0,0,1,66.7,critical
REQ-11165,landslide,3,7.93,1,1,1,1,10.0,critical
REQ-11166,wildfire,7,7.45,1,0,1,0,24.2,high
REQ-11167,wildfire,158,8.15,0,1,1,1,4.2,critical
REQ-11168,wildfire,7,2.79,1,1,1,0,65.5,critical
REQ-11169,landslide,10,2.74,0,0,0,1,11.2,medium
REQ-11170,earthquake,1,6.33,0,1,1,0,64.6,high
REQ-11171,cyclone,280,3.56,0,1,1,0,10.3,critical
REQ-11172,wildfire,49,8.18,1,0,0,0,47.7,critical
REQ-11173,wildfire,23,5.95,1,0,1,0,18.8,critical
REQ-11174,cyclone,276,9.38,1,1,1,1,28.1,critical
REQ-11175,earthquake,10,5.02,1,0,1,0,51.4,critical
REQ-11176,cyclone,4,9.67,1,1,1,0,70.6,critical
REQ-11177,wildfire,10,8.2,0,1,1,1,45.2,critical
REQ-11178,earthquake,4,7.98,0,1,0,1,25.3,critical
REQ-11179,earthquake,9,2.38,1,0,1,0,41.0,critical
REQ-11180,cyclone,24,7.53,1,0,1,0,0.5,critical
REQ-11181,landslide,49,1.51,0,1,1,1,67.3,critical
REQ-11182,earthquake,109,3.03,0,1,1,0,27.1,critical
REQ-11183,earthquake,12,6.17,1,1,0,1,5.9,critical
REQ-11184,cyclone,11,1.15,0,1,1,0,40.7,high
REQ-11185,flood,8,1.08,1,1,1,0,22.2,critical
REQ-11186,landslide,10,3.41,0,0,0,0,18.1,low
REQ-11187,cyclone,6,4.06,1,1,1,0,66.1,critical
REQ-11188,flood,14,5.11,0,1,0,0,10.6,high
REQ-11189,flood,50,5.47,0,0,1,0,9.0,high
REQ-11190,flood,10,5.37,0,1,0,0,14.2,high
REQ-11191,flood,4,1.74,1,0,1,0,41.6,high
REQ-11192,landslide,29,6.56,1,1,0,0,8.8,critical
REQ-11193,earthquake,1,1.82,1,0,0,0,28.3,high
REQ-11194,earthquake,6,2.99,0,1,1,1,43.2,critical
REQ-11195,flood,162,1.66,1,1,1,1,30.2,critical
REQ-11196,cyclone,4,3.77,1,0,0,0,36.5,high
REQ-11197,flood,159,3.31,1,0,0,0,65.5,critical
REQ-11198,flood,4,2.25,0,1,1,1,50.8,critical
REQ-11199,cyclone,36,4.34,1,1,1,1,56.9,critical
REQ-11200,wildfire,12,7.18,0,0,0,0,46.2,medium
REQ-11201,earthquake,1,4.31,0,1,1,1,31.4,critical
REQ-11202,landslide,4,6.39,0,0,0,0,6.9,medium
REQ-11203,wildfire,44,2.44,0,0,0,0,61.4,high
REQ-11204,tsunami,15,2.18,0,1,0,0,44.8,high
REQ-11205,earthquake,8,5.03,1,1,1,0,67.8,critical
REQ-11206,flood,15,7.36,0,0,0,1,25.4,high
REQ-11207,flood,4,2.28,0,1,1,1,69.1,critical
REQ-11208,earthquake,2,5.47,0,0,1,0,23.3,medium
REQ-11209,flood,4,9.7,1,1,1,0,37.9,critical
REQ-11210,tsunami,2,4.97,0,0,0,1,21.4,high
REQ-11211,wildfire,8,8.77,1,1,0,1,8.7,critical
REQ-11212,tsunami,5,2.2,1,0,1,0,2.8,high
REQ-11213,flood,43,3.25,0,1,0,0,9.4,high
REQ-11214,tsunami,5,6.39,1,1,1,0,5.8,critical
REQ-11215,flood,1,1.22,0,1,0,0,22.9,medium
REQ-11216,flood,14,4.01,0,1,0,1,63.1,critical
REQ-11217,cyclone,1,2.1,0,1,0,0,47.1,medium
REQ-11218,flood,30,8.02,1,1,1,0,46.9,critical
REQ-11219,landslide,8,2.24,0,1,0,0,53.0,medium
REQ-11220,tsunami,4,9.19,1,1,1,0,28.0,critical
REQ-11221,cyclone,8,1.38,1,0,0,0,13.2,high
REQ-11222,tsunami,126,6.8,0,0,0,0,71.3,critical
REQ-11223,landslide,19,2.74,0,1,1,0,28.1,high
REQ-11224,earthquake,3,7.64,0,1,0,0,4.5,high
REQ-11225,landslide,4,3.27,0,1,1,1,30.3,high
REQ-11226,tsunami,6,3.33,0,0,0,0,13.7,medium
REQ-11227,tsunami,40,5.78,1,0,0,0,70.9,critical
REQ-11228,landslide,4,8.54,0,1,0,0,68.0,high
REQ-11229,earthquake,133,8.53,0,1,0,1,9.4,critical
REQ-11230,flood,10,4.91,0,1,1,0,58.5,high
REQ-11231,cyclone,39,7.06,0,1,0,1,50.7,critical
REQ-11232,earthquake,6,2.24,0,1,1,1,44.6,critical
REQ-11233,tsunami,8,1.21,1,0,0,0,24.0,high
REQ-11234,flood,224,7.51,1,1,1,1,13.5,critical
REQ-11235,tsunami,27,2.84,1,1,1,0,20.2,critical
REQ-11236,cyclone,1,2.0,0,1,0,0,8.2,medium
REQ-11237,flood,3,8.68,0,1,1,1,23.1,critical
REQ-11238,tsunami,2,7.38,0,1,0,1,31.7,critical
REQ-11239,earthquake,8,9.07,0,1,1,1,71.2,critical
REQ-11240,cyclone,4,9.36,1,1,0,0,49.3,critical
REQ-11241,tsunami,13,2.19,0,1,1,0,18.2,high
REQ-11242,earthquake,40,6.93,1,1,0,0,57.7,critical
REQ-11243,wildfire,4,9.05,0,1,1,0,53.0,high
REQ-11244,tsunami,50,4.57,1,0,0,0,63.9,critical
REQ-11245,wildfire,14,4.46,0,1,0,0,34.8,high
REQ-11246,earthquake,4,6.35,1,0,0,0,44.5,high
REQ-11247,flood,4,5.75,1,1,0,1,27.3,critical
REQ-11248,wildfire,58,9.83,0,1,1,0,24.3,critical
REQ-11249,wildfire,9,2.24,0,0,0,0,63.4,low
REQ-11250,flood,4,3.7,0,0,1,1,26.7,high
REQ-11251,tsunami,7,8.45,0,1,1,0,0.6,high
REQ-11252,landslide,1,9.43,1,0,0,0,31.2,high
REQ-11253,flood,172,2.89,0,0,1,1,26.2,critical
REQ-11254,cyclone,46,6.36,0,0,1,1,29.0,critical
REQ-11255,flood,3,5.62,0,0,1,0,16.0,medium
REQ-11256,landslide,4,8.26,1,1,1,0,3.9,critical
REQ-11257,flood,7,6.1,0,1,1,1,39.8,critical
REQ-11258,tsunami,16,9.0,0,0,1,0,47.7,high
REQ-11259,wildfire,3,1.04,1,0,0,0,31.6,medium
REQ-11260,cyclone,24,6.51,0,1,0,0,50.4,high
REQ-11261,landslide,45,2.19,0,0,1,0,48.8,high
REQ-11262,wildfire,14,3.84,0,1,0,1,4.6,high
REQ-11263,landslide,4,5.2,0,1,1,1,64.1,critical
REQ-11264,wildfire,62,1.43,0,1,0,1,13.0,critical
REQ-11265,landslide,4,7.9,1,1,1,1,61.7,critical
REQ-11266,cyclone,12,1.8,1,1,0,1,41.7,critical
REQ-11267,cyclone,14,2.29,0,1,0,0,34.9,high
REQ-11268,wildfire,1,5.51,1,1,0,1,55.7,critical
REQ-11269,flood,1,9.64,1,0,1,0,46.3,critical
REQ-11270,tsunami,63,1.45,0,1,1,0,54.6,critical
REQ-11271,tsunami,1,2.51,0,0,1,0,65.4,medium
REQ-11272,tsunami,8,5.85,1,1,1,0,10.2,critical
REQ-11273,flood,214,1.41,1,1,0,0,20.1,critical
REQ-11274,wildfire,31,4.74,0,0,1,1,26.5,critical
REQ-11275,cyclone,3,1.73,0,1,0,1,31.7,high
REQ-11276,landslide,2,1.99,0,0,0,0,12.0,low
REQ-11277,tsunami,1,4.0,0,0,1,1,2.1,high
REQ-11278,earthquake,17,3.3,0,0,1,0,45.5,high
REQ-11279,earthquake,5,9.37,0,1,1,1,64.2,critical
REQ-11280,landslide,15,1.38,0,0,1,1,26.0,high
REQ-11281,flood,14,9.82,1,1,1,0,5.0,critical
REQ-11282,wildfire,84,7.89,0,0,1,1,42.2,critical
REQ-11283,cyclone,197,9.51,0,0,0,1,8.6,critical
REQ-11284,earthquake,22,9.64,1,1,0,0,27.2,critical
REQ-11285,wildfire,33,4.88,0,0,1,1,2.1,high
REQ-11286,cyclone,13,1.62,0,1,1,1,59.7,critical
REQ-11287,cyclone,13,1.98,0,0,1,0,28.6,medium
REQ-11288,wildfire,13,3.79,0,1,1,1,27.6,critical
REQ-11289,flood,6,8.0,0,0,0,1,72.0,high
REQ-11290,tsunami,3,8.1,1,0,1,0,65.5,critical
REQ-11291,wildfire,5,1.75,1,0,0,1,35.6,high
REQ-11292,earthquake,10,7.25,1,1,1,1,29.4,critical
REQ-11293,wildfire,167,5.15,0,1,1,0,56.4,critical
REQ-11294,cyclone,46,4.21,0,1,1,0,34.7,critical
REQ-11295,wildfire,1,6.52,1,1,1,0,9.0,critical
REQ-11296,cyclone,12,8.07,0,0,1,0,67.2,high
REQ-11297,wildfire,8,1.66,0,0,0,0,5.8,low
REQ-11298,flood,3,8.06,1,0,0,0,42.4,critical
REQ-11299,tsunami,7,4.5,1,0,1,0,2.0,high
REQ-11300,wildfire,2,1.51,0,0,0,1,0.2,medium
